,appid,Game,st_release_date,st_english,st_developer,st_publisher,st_achievements,st_positive_ratings,st_negative_ratings,st_average_playtime,st_median_playtime,st_owners,st_price,st_spy_action,st_spy_adventure,st_spy_casual,st_spy_indie,st_spy_simulation,st_spy_singleplayer,st_spy_strategy
17851,729940,azada in libro collectors edition,2017-11-08,1,ERS G Studios,Big Fish Games,0,1,0,0,0,0-20000,7.19,0,21,21,0,0,0,0
17852,729970,dogma,2017-11-03,1,Indispensable Studios,Indispensable Studios,0,4,0,0,0,0-20000,3.99,31,10,0,31,0,0,0
17853,729980,happy neighbors,2017-11-08,1,Ionel Zeveleanu,Ionel Zeveleanu,4,13,0,0,0,0-20000,2.89,0,0,21,21,0,0,0
17854,729990,hexopods,2017-11-17,1,Florent Vieillescazes,Florent Vieillescazes,15,5,4,0,0,0-20000,2.09,32,0,33,33,0,0,0
17855,730010,ninja in training,2017-11-01,1,Tall James Games,Tall James Games,0,0,1,0,0,0-20000,0.79,0,0,21,21,0,0,0
17856,730030,ultimate spinner simulator unstress yourself,2017-10-27,1,OnFire Games,OnFire Games,0,20,9,0,0,0-20000,0.79,0,0,21,0,0,0,0
17857,730050,verdant skies,2018-02-12,1,Howling Moon Software,Howling Moon Software,71,121,20,0,0,0-20000,15.49,0,36,56,46,38,12,0
17858,730090,travel vr,2017-11-02,1,Little Maxima LLC,Little Maxima LLC,0,12,13,0,0,20000-50000,0.0,0,0,21,0,0,0,0
17859,730120,micro miners,2017-10-28,1,Steedie,Steedie,0,13,5,0,0,0-20000,0.79,0,0,23,21,21,0,20
17860,730180,bits n bullets,2017-10-24,1,David Mulder,David Mulder,0,5,1,0,0,0-20000,2.89,22,0,21,0,0,0,0
17861,730190,sick coaster,2018-01-30,1,Maestro Créations,Maestro Créations,0,2,2,0,0,0-20000,1.69,21,21,21,0,21,0,0
17862,730220,trivia vault video game trivia deluxe,2017-10-24,1,Ripknot Systems,Ripknot Systems,5000,19,14,0,0,0-20000,14.99,20,0,22,0,20,0,19
17863,730240,chicken with chainguns,2017-11-03,1,Nuts and Volts Electronics,Nuts and Volts Electronics,12,1,3,0,0,0-20000,1.69,21,21,0,21,0,0,0
17864,730270,junkerbot,2017-11-14,1,RedNukem,RedNukem,0,11,0,0,0,0-20000,0.79,24,0,0,22,0,0,0
17865,730280,protect your planet,2017-11-01,1,Triple Rush Games,Triple Rush Games,0,4,4,0,0,0-20000,0.79,0,0,21,21,21,0,0
17866,730290,eat all the things,2018-11-05,1,Eat All The Games,Eat All The Games,28,12,4,0,0,0-20000,4.99,0,31,31,31,0,0,0
17867,730300,super star panda,2018-01-19,1,Buk Games,Buk Games,35,15,0,0,0,0-20000,3.99,69,0,87,89,0,62,0
17868,730310,dynasty warriors 9,2018-02-13,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",44,1487,4620,188,193,1000000-2000000,0.0,49,0,0,0,0,5,0
17869,730410,music band manager,2017-12-06,1,Hamsters Gaming,Hamsters Gaming,34,190,138,0,0,0-20000,5.79,0,0,15,44,48,26,32
17870,730420,combine war toys,2018-10-30,1,HAYATO YANG,HayatoWorks,0,1,0,0,0,0-20000,5.79,21,0,0,21,0,0,21
17871,730460,peter world,2018-08-17,1,RegiGames,RegiGames,0,0,1,0,0,0-20000,2.09,21,20,21,21,20,0,19
17872,730580,megarace 1,2017-11-09,1,Cryo Interactive;Jordan Freeman Group,Microids,0,7,1,0,0,0-20000,1.99,34,0,0,0,0,0,0
17873,730620,hammer 2,2017-10-30,1,RewindApp,RewindApp,0,132,26,382,382,0-20000,3.99,23,20,21,21,0,0,0
17874,730670,exit 3 painter,2017-11-20,1,SIXNAILS,SIXNAILS,38,2,0,0,0,0-20000,5.99,0,0,21,21,0,0,0
17875,730690,exit 4 portal,2018-02-12,1,SIXNAILS,SIXNAILS,38,3,0,0,0,0-20000,5.99,0,0,23,21,0,0,0
17876,730700,the word is not the thing,2018-11-01,1,Mavenmob,Mavenmob,0,2,0,0,0,0-20000,1.69,0,0,0,21,0,0,0
17877,730710,space viking raiders,2019-01-14,1,Adam Thompson,Multiball Studios,63,11,3,0,0,0-20000,15.49,32,30,30,31,0,0,32
17878,730760,go go radio 8bit edition,2017-11-29,1,Bacq Stellan,OtakuMaker SARL,30,3,6,0,0,0-20000,0.99,21,0,21,21,0,11,0
17879,730780,kentucky dash,2018-07-19,1,Super Soul LLC,Super Soul LLC,0,1,0,0,0,0-20000,3.99,21,0,0,21,0,0,0
17880,730820,the curse of monkey island,2018-03-22,1,LucasArts,LucasArts;Lucasfilm;Disney,0,398,14,1,1,50000-100000,5.19,0,69,0,0,0,45,0
17881,730830,escape from monkey island,2018-11-16,1,LucasArts,Lucasfilm;Disney Interactive,0,37,19,66,66,20000-50000,5.19,0,28,0,0,0,0,0
17882,730840,burger shop,2017-12-01,1,GoBit Games,GoBit Games,0,22,1,0,0,0-20000,5.19,21,0,21,0,20,0,0
17883,730870,burger shop 2,2017-12-01,1,GoBit Games,GoBit Games,0,22,1,0,0,0-20000,5.19,22,0,22,0,21,0,0
17884,730890,salvation in corruption,2017-11-10,1,Blak Iron Studios,Blak Iron Studios,0,1,0,0,0,0-20000,0.79,0,21,21,0,0,0,0
17885,730920,super skelemania,2017-11-17,1,Ben Allen,Ben Allen,10,45,3,0,0,0-20000,3.99,21,0,0,23,0,0,0
17886,730950,stickman blast,2017-11-03,1,Semen Rodin,Semen Rodin,0,17,8,0,0,0-20000,0.79,0,0,24,22,0,0,23
17887,731120,three kingdoms vr jade knight vr,2017-12-28,1,InterServ International,InterServ International,9,1,2,0,0,0-20000,6.19,22,0,22,0,20,0,0
17888,731180,coffee run,2017-10-30,1,Andrew Rodenhiser,Andrew Rodenhiser,0,65,24,0,0,0-20000,0.0,20,0,20,23,0,0,0
17889,731190,loud or quiet,2017-11-20,1,Unit 02 Games,Unit 02 Games,34,1,2,0,0,0-20000,5.79,31,0,0,31,0,0,0
17890,731230,snake road to apple,2017-11-24,1,ANV Team,ANV Team,3000,31,20,0,0,0-20000,0.79,19,0,0,0,0,0,0
17891,731320,speebot,2017-10-13,1,keyreal,keyreal,0,14,1,0,0,0-20000,7.19,0,35,35,37,0,11,0
17892,731410,merv reborn,2017-11-01,1,Sub Orbital Software,Sub Orbital Software,15,1,1,0,0,0-20000,1.69,21,0,21,22,0,0,0
17893,731420,roguebreaker,2018-07-10,1,The World Outside,The World Outside,15,27,3,0,0,0-20000,2.89,30,0,31,31,0,0,0
17894,731430,influence,2018-01-22,1,Blanket Fort Games,Blanket Fort Games,21,1,2,0,0,0-20000,15.49,0,0,22,20,0,0,20
17895,731450,drop vr audio visualizer,2017-11-02,1,lookcloser,lookcloser,0,1,3,0,0,0-20000,2.09,0,22,22,23,21,0,0
17896,731490,crash bandicoot n sane trilogy,2018-06-29,1,Vicarious Visions;Iron Galaxy,Activision,74,3555,237,3530,3530,100000-200000,34.99,93,85,0,0,0,112,0
17897,731500,cave brawlers,2018-01-15,1,Samuel Arminana,Samuel Arminana,9,4,8,0,0,0-20000,5.19,22,21,0,21,0,0,0
17898,731510,the scrungeon depths,2017-11-08,1,When's Lunch? Games,When's Lunch? Games,19,9,1,0,0,0-20000,5.79,22,23,0,22,0,0,0
17899,731520,tooki,2017-12-15,1,Rhino Games Ireland,Rhino Games Ireland,50,7,0,0,0,0-20000,7.19,33,32,34,33,0,0,33
17900,731590,midnight ultra,2017-10-31,1,Forward Instinct,Forward Instinct,0,39,23,0,0,0-20000,2.09,33,10,0,35,0,13,0
17901,731600,heckpoint,2018-04-09,1,Nodacoy Games;Jadan Bliss,Rooster Republic LLC,12,15,1,0,0,0-20000,7.19,22,0,0,21,0,0,0
17902,731670,ermo,2017-11-07,1,Nonostante Games,Nonostante Games,18,2,0,0,0,0-20000,1.69,0,0,21,21,0,0,0
17903,731680,meet hunter,2018-05-25,1,kqengine,kqengine,0,1,1,0,0,0-20000,4.79,0,20,0,20,0,0,0
17904,731690,jingo,2018-04-06,1,U24 Solutions,U24 Solutions,0,1,1,0,0,0-20000,7.19,23,21,0,0,0,0,21
17905,731700,wild downtown,2017-12-27,1,U24 Solutions,U24 Solutions,0,4,6,0,0,0-20000,7.19,21,21,0,0,0,0,0
17906,731720,doomed,2018-06-03,1,Bloody Pixel,Bloody Pixel,16,35,15,0,0,0-20000,5.19,24,21,0,21,20,0,0
17907,731760,crawl space the mansion,2017-10-26,1,Project Whitecard Studios Inc.;Xefier Games Inc.,EvolVR Games Ltd.,0,1,4,0,0,0-20000,7.19,0,21,0,0,0,0,0
17908,731770,flightless,2017-10-27,1,Bristol Street Studios,Bristol Street Publishing,0,288,23,6,6,20000-50000,0.0,0,22,0,21,0,0,0
17909,731790,fly destroyer,2017-10-27,1,DillyFrame,DillyFrame,8,3,4,0,0,0-20000,0.0,23,0,54,34,54,33,0
17910,731820,final storm,2017-11-02,1,Bit Bionic LLC,Bit Bionic LLC,15,5,1,0,0,0-20000,1.69,21,0,0,21,0,0,0
17911,731860,galactic pocket billiards,2018-03-08,1,Sirrico-Net Games,Sirrico-Net Games,2,1,1,0,0,0-20000,2.89,0,0,21,21,0,0,0
17912,731880,remaya idle,2017-11-20,1,Wurrad,Wurrad,48,45,29,0,0,0-20000,2.09,32,0,12,33,0,0,0
17913,731920,government simulator,2017-12-04,1,Ambiera,Ambiera,20,64,69,0,0,20000-50000,7.19,0,0,0,32,35,13,24
17914,731930,talk to aya,2017-11-01,1,Light,Nekomura Games,4,5,2,0,0,0-20000,1.69,0,0,31,0,31,0,0
17915,731940,bars and balance,2017-11-10,1,Mykhail Konokh,Mykhail Konokh,50,40,8,0,0,0-20000,1.59,0,0,33,32,0,13,0
17916,732000,history torchka 2,2018-05-25,1,Legalase studio,!Lim studio,6,40,18,0,0,0-20000,1.99,0,0,21,20,20,0,21
17917,732010,brainyjoy,2017-11-27,1,Fabrice BIZEC,Fabrice BIZEC,0,8,1,0,0,0-20000,7.19,0,0,21,21,0,0,20
17918,732030,pimiko plus,2017-12-14,1,Delmunsoft,Delmunsoft,15,10,2,0,0,0-20000,3.99,0,0,0,32,22,0,21
17919,732040,c15 find out,2017-11-29,1,aDeCon Production,aDeCon Production,0,4,2,0,0,0-20000,3.99,21,31,0,31,20,0,0
17920,732060,the monk and the warrior the heart of the king,2018-03-02,1,Paper Pirates,Paper Pirates,0,17,24,0,0,0-20000,2.89,25,25,0,0,0,0,0
17921,732070,lost in the tomb,2017-11-10,1,Sokolab,Paper Pirates,0,26,11,0,0,0-20000,0.79,0,23,23,23,0,0,25
17922,732090,dragon perception,2017-10-27,1,ARGames,Metal Fox,8,10,22,0,0,0-20000,0.79,0,20,0,21,0,0,0
17923,732110,onescreen wagons,2017-10-27,1,Anti-Ded GameDev,Anti-Ded GameDev,4,11,2,263,265,100000-200000,0.79,0,0,0,21,0,0,0
17924,732140,below zero,2018-01-09,0,Pixel Star,Dagestan Technology,0,8,6,0,0,0-20000,2.89,22,22,0,22,0,0,0
17925,732150,stolen mouth,2017-10-30,1,Nedodnb,Dagestan Technology,0,8,5,0,0,0-20000,2.89,21,19,0,20,0,0,0
17926,732160,the wild age,2019-03-07,1,McMagic Productions,McMagic Productions,45,85,12,0,0,0-20000,11.39,0,0,43,40,41,20,42
17927,732240,spacebourne,2018-10-05,1,Burak Dabak,Burak Dabak,29,139,35,0,0,0-20000,11.39,0,0,0,21,23,0,0
17928,732290,schatte the witch and the fake shadow,2017-11-08,1,DiceyCraft,DiceyCraft,0,13,6,0,0,0-20000,2.09,24,0,0,31,0,0,0
17929,732360,mercury blue mini episode,2018-06-28,1,Turbo Chimp,Turbo Chimp,8,75,11,0,0,20000-50000,0.0,24,25,0,22,0,0,0
17930,732370,juicy realm,2018-05-03,1,SpaceCan,X.D. Network Inc.,20,494,154,0,0,50000-100000,7.19,30,27,25,30,0,0,0
17931,732400,platago super platform game maker,2018-03-27,1,Super Icon Ltd,PQube Limited,0,52,10,0,0,0-20000,3.99,25,33,0,33,0,0,0
17932,732430,superflight,2017-11-08,1,GrizzlyGames,GrizzlyGames,24,5243,193,87,15,200000-500000,2.09,36,0,52,59,0,23,0
17933,732470,battleship lonewolf,2017-11-23,1,"WolfShipGames Co., Ltd.","WolfShipGames Co., Ltd.",0,15,7,0,0,0-20000,5.79,34,0,0,11,0,0,20
17934,732480,jam session vr,2017-12-05,1,Prismic Studios LLC,Prismic Studios LLC,0,2,2,0,0,0-20000,2.09,0,0,21,0,21,0,0
17935,732520,hinterhalt,2018-02-28,1,Felip Guimerà,FelGC.GamesDevelopment,14,16,8,0,0,0-20000,6.19,22,0,0,22,0,0,21
17936,732550,woody blox,2017-11-04,1,Frolov Pavel,Frolov Pavel ,9,17,4,0,0,0-20000,0.79,0,0,24,24,0,0,0
17937,732670,dyana moto,2017-11-01,1,Halissoni,Halissoni,8,1,0,0,0,0-20000,0.79,21,0,22,20,0,0,0
17938,732680,gems,2017-11-01,1,baKno Games,baKno Games,0,0,1,0,0,0-20000,3.99,0,0,21,22,0,0,0
17939,732730,red crucible reloaded,2017-11-22,1,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",0,338,277,190,193,100000-200000,0.0,39,26,0,30,27,0,0
17940,732770,knight terrors,2017-10-31,1,FreakZone Games,"Nicalis, Inc.",9,12,0,0,0,0-20000,2.09,22,0,0,22,0,0,0
17941,732800,turtle quest,2017-11-06,1,Spike Productions,Spike Productions,45,3,1,0,0,0-20000,2.89,21,21,21,21,21,0,0
17942,732810,slipstream,2018-05-21,1,ansdor,ansdor,29,495,71,0,0,50000-100000,7.19,0,0,25,31,0,0,0
17943,732840,nullysun,2017-10-26,1,Metal Fox;Nullysun Studio,Metal Fox,0,16,13,28,28,0-20000,0.79,0,32,0,32,0,13,0
17944,732870,goro 2,2017-10-31,1,VB Studio,VB Studio,42,25,10,0,0,0-20000,2.09,22,0,22,22,0,0,0
17945,732950,pairs,2017-11-20,1,owl.;Jonas Tintenseher;BáiYù;Andrewus;Atomic-Invasion;Butterfly Wisps;Noyemi Karlaitė;Mama J;Shida,Jellyfish Parade,0,17,5,0,0,0-20000,0.0,0,0,0,22,22,0,0
17946,732980,keyscaper,2017-10-30,1,FomoonSoft,FomoonSoft,0,3,0,0,0,0-20000,5.79,31,0,0,21,0,0,0
17947,733020,zen blocks puzzle board game,2017-12-04,1,Gazzapper Games,Gazzapper Games,0,5,2,0,0,0-20000,1.49,0,0,22,20,0,0,30
17948,733030,famousity card game,2018-04-02,1,Hotovo,Hotovo,54,4,2,0,0,0-20000,2.09,0,0,21,21,0,0,0
17949,733040,cube defender 2000,2018-10-18,1,Riku Heikkilä,Rikke games,45,0,1,0,0,0-20000,0.79,21,0,21,21,0,0,0
17950,733050,lines infinite,2017-11-24,1,Konstructors Entertainment,Konstructors Entertainment,100,154,14,0,0,0-20000,0.79,0,0,36,33,0,0,21
17951,733060,the 37th week,2017-12-08,1,Michael Acosta;Ricard Gras,Michael Acosta,0,1,5,0,0,0-20000,1.69,0,0,21,21,0,0,0
17952,733070,sudoku universe,2017-12-18,1,Konstructors Entertainment,Konstructors Entertainment,76,304,28,157,171,100000-200000,1.69,0,0,34,33,0,0,30
17953,733090,mustache politics shooter,2017-11-28,1,Tero Lunkka;BlackThug,Tero Lunkka,0,26,9,0,0,0-20000,0.79,22,0,22,22,0,0,0
17954,733180,destroy space aliens,2017-11-29,1,"Flying Fire, LLC","Flying Fire, LLC",30,7,2,0,0,0-20000,7.19,22,22,0,21,0,0,0
17955,733230,cyber arena,2017-10-27,1,Umbriel Studio,Umbriel Studio,0,0,3,0,0,0-20000,9.29,31,0,0,0,0,12,0
17956,733250,mover,2017-10-31,1,Hont,BlackNoiseStudio,5,23,7,0,0,0-20000,0.74,31,0,31,31,0,0,0
17957,733300,my big sister,2018-11-09,1,Stranga,GrabTheGames,28,158,10,0,0,0-20000,4.79,0,47,0,38,0,27,0
17958,733340,hakuoki edo blossoms,2018-03-13,1,Idea Factory;Design Factory,Idea Factory International,36,145,6,0,0,0-20000,23.79,0,24,0,0,0,0,0
17959,733420,fragments,2017-11-09,0,Pulsarium,Pulsarium,0,1,1,0,0,0-20000,0.0,0,21,0,21,0,0,0
17960,733430,the escape,2017-12-29,1,The Escape Team,The Escape Team,19,12,13,0,0,0-20000,5.19,0,0,0,21,0,0,21
17961,733460,first feudal,2017-11-30,1,Harpoon Games,Harpoon Games,43,94,27,0,0,0-20000,11.49,36,0,0,60,40,43,57
17962,733480,flora,2017-12-27,1,The Game Bakery,The Game Bakery,0,128,53,24,24,50000-100000,0.0,0,31,0,24,0,0,27
17963,733500,logistical russia,2018-02-08,1,Sacada,Sacada,5000,6,0,0,0,0-20000,15.49,0,0,21,22,0,0,21
17964,733510,logistical usa wisconsin,2018-03-16,1,Sacada,Sacada,1315,6,0,0,0,0-20000,5.79,0,0,21,21,0,0,21
17965,733520,logistical switzerland,2017-11-08,1,Sacada,Sacada,1819,4,1,0,0,0-20000,5.79,0,0,21,21,0,0,21
17966,733530,logistical south africa,2018-01-04,1,Sacada,Sacada,543,3,0,0,0,0-20000,3.99,0,0,21,21,0,0,21
17967,733540,logistical brazil,2018-06-14,1,Sacada,Sacada,2042,9,2,0,0,0-20000,7.19,0,0,21,22,0,0,21
17968,733550,clash of magic vr,2018-03-19,1,Narvalous Inc,Narvalous Inc,0,1,5,0,0,0-20000,11.89,0,0,0,0,0,0,20
17969,733570,loot run,2018-05-31,1,Three Guys Game Studio,Three Guys Game Studio,49,6,3,0,0,0-20000,3.99,0,22,0,21,0,0,0
17970,733610,tales of winds tomb of the empire,2017-12-14,1,ミナプラス,SakuraGame,0,100,22,0,0,0-20000,1.69,0,25,0,24,0,0,0
17971,733650,shineg in the seafight,2018-01-19,1,GaluluGame,GaluluGame,48,33,2,0,0,0-20000,3.99,24,21,22,22,0,0,0
17972,733670,award room of fear,2018-03-02,1,Giks,Giks,0,6,2,0,0,0-20000,1.69,22,0,0,22,0,0,0
17973,733690,the hospital allisons diary,2017-11-09,1,KR Games,Star Consult S.r.l.,0,3,9,0,0,0-20000,4.79,0,21,0,21,0,0,0
17974,733710,youfight,2017-11-02,1,OPENCAP STUDIO,OPENCAP STUDIO,0,2,1,0,0,0-20000,3.99,0,0,0,21,0,0,0
17975,733740,sakura cupid,2018-02-12,1,Winged Cloud,Winged Cloud,16,110,11,0,0,20000-50000,7.19,0,0,0,0,25,0,0
17976,733750,steel eagle,2018-01-23,1,enrju,Andrzej Cudzilo,33,1,0,0,0,0-20000,0.79,31,0,0,31,0,0,0
17977,733760,megarace 2,2017-11-10,1,Cryo Interactive;Jordan Freeman Group,Microids,0,2,0,0,0,0-20000,1.99,31,0,0,0,0,0,0
17978,733770,megarace 3,2018-01-10,1,Cryo Interactive;Jordan Freeman Group,Microids,0,2,1,0,0,0-20000,2.09,22,0,0,0,0,0,0
17979,733790,not tonight,2018-08-17,1,PanicBarn,No More Robots,15,461,88,505,505,20000-50000,15.49,0,28,0,9,55,8,0
17980,733800,frosty nights,2017-12-08,1,Barry McCabe,Clockwork Wolf,0,41,9,0,0,0-20000,3.99,0,0,0,0,0,0,24
17981,733840,anime bubble pop,2017-12-02,1,ThinkVirtual LLC,ThinkVirtual LLC,0,7,3,0,0,0-20000,1.69,0,0,21,0,21,0,0
17982,733870,king of the eggs,2018-02-14,1,Mr Alpaca Games,Mr Alpaca Games,0,4,2,0,0,0-20000,11.39,10,0,31,31,0,0,0
17983,733910,entropic shop vr,2018-01-24,1,Big Horn Studio,Big Horn Studio,12,5,0,0,0,0-20000,3.99,21,0,21,21,0,0,0
17984,733980,lost jumping frog,2017-10-30,1,Primitive Studio,Primitive Studio,0,15,15,0,0,0-20000,0.79,0,20,0,21,0,0,0
17985,733990,i cant believe its not gambling,2017-12-11,1,Mutant Entertainment Studios,Mutant Entertainment Studios,29,1024,68,350,350,50000-100000,0.79,0,0,32,31,32,0,0
17986,734010,kolbeinn,2017-10-30,1,Recreat4,Virtuactions,0,13,7,0,0,0-20000,3.19,0,21,0,21,0,0,0
17987,734020,legendary dxp,2018-01-23,1,SkyReacher Entertainment,The Upper Deck Company,0,32,21,0,0,0-20000,0.0,0,0,24,0,0,0,0
17988,734080,qajary cat,2017-11-14,1,RSK Entertainment,Strategy First,0,2,2,0,0,0-20000,7.19,0,21,0,9,0,0,0
17989,734120,bonbon,2017-10-24,1,Aetheric Games,Pixeljam,6,54,26,0,0,0-20000,2.09,0,34,0,37,0,0,0
17990,734290,world warfare,2018-04-03,1,JoyCrafter,WisJoy,0,83,48,0,0,20000-50000,0.0,0,0,0,22,22,0,27
17991,734330,ultimate coaster 10,2019-03-10,1,Phony Game Studios,Phony Game Studios,0,28,5,0,0,0-20000,0.0,0,0,0,0,35,0,0
17992,734350,rocket armor,2017-12-08,1,Illusion Foundry Inc.,Illusion Foundry Inc.,5,2,0,0,0,0-20000,2.89,21,0,0,21,30,0,0
17993,734380,sacrament,2018-03-08,1,MagicHouse,Paradise Project,0,8,19,0,0,0-20000,1.69,0,22,21,21,0,0,0
17994,734440,black moon,2018-08-01,0,理想乡开拓者,理想乡开拓者,12,47,1,0,0,0-20000,0.79,0,21,21,21,0,0,0
17995,734450,grimante,2018-02-08,1,aftermonk,aftermonk,22,6,1,0,0,0-20000,3.99,0,0,0,22,0,0,22
17996,734490,minimancer,2017-11-17,1,James Flannery,James Flannery,30,6,1,0,0,0-20000,4.79,0,21,21,21,0,0,30
17997,734510,worshippers,2018-02-27,1,Brainwashing Games,Brainwashing Games,0,41,9,0,0,0-20000,6.99,0,0,0,11,0,0,20
17998,734540,the sapper,2017-11-15,1,Educational Games,Educational Games,32,13,11,0,0,0-20000,2.13,0,0,21,21,0,0,0
17999,734550,wheel riders online obt,2017-12-27,1,Raum Studio,Raum Studio,0,55,189,0,0,50000-100000,0.0,30,0,0,0,0,0,0
18000,734570,bitcoin tycoon mining simulation game,2018-08-01,1,99 Game Studio,99 Game Studio,15,52,27,95,95,0-20000,7.19,0,0,22,20,22,0,0
18001,734580,battlerush,2018-03-27,1,Thunder Devs.,Thunder Devs.,0,1411,739,23,35,200000-500000,0.0,58,45,0,38,0,24,0
18002,734590,civil warfare another bullet in the war,2018-01-22,1,Mental Zone Digital Game Studios,Mental Zone Digital Game Studios,10,52,83,0,0,0-20000,0.79,24,21,21,21,0,0,20
18003,734700,the lost gardens,2017-10-31,1,Rabbit Hole Studios,Throwback Entertainment,4,21,4,0,0,0-20000,2.09,21,21,0,21,0,0,0
18004,734730,ancient frontier steel shadows,2018-12-11,1,"Fair Weather Studios, LLC","Fair Weather Studios, LLC",75,15,5,0,0,0-20000,11.39,0,0,0,0,0,0,29
18005,734750,pickcrafter,2017-12-14,1,Fiveamp,Fiveamp,93,1041,268,439,803,200000-500000,0.0,0,0,35,0,30,30,0
18006,734820,protect me,2017-11-01,1,LillyWelland inc.,Bitlock Studio,0,21,6,0,0,0-20000,1.69,22,22,21,21,0,0,0
18007,734870,houston we have spinach,2017-11-24,1,"Acme Nerd Games, LLC","Acme Nerd Games, LLC",9,2,1,0,0,0-20000,5.79,0,21,0,0,20,0,0
18008,734890,the francy droo friends collection,2017-12-05,1,"Oh, a Rock! Studios","Oh, a Rock! Studios",37,3,0,0,0,0-20000,4.79,0,22,22,22,0,0,0
18009,734910,eternal hour golden hour,2017-11-27,1,Seventh Heart Studios,Sekai Project,6,564,54,0,0,100000-200000,0.0,0,31,47,27,0,24,0
18010,734920,meanders,2018-02-07,1,ATOMIC BREATH,ATOMIC BREATH,48,224,15,0,0,0-20000,1.99,125,104,124,105,0,74,0
18011,734980,prosperity,2018-05-28,1,Persera Software Inc.,Persera Software Inc.,0,25,1,0,0,0-20000,7.74,0,0,22,21,21,0,21
18012,735010,fantasy of eden,2017-11-10,1,HUNTERS,HUNTERS,0,3,1,0,0,0-20000,2.09,0,0,0,11,0,0,0
18013,735030,oneirogen,2018-05-21,1,Dogū,Dogū,0,5,1,0,0,0-20000,1.99,0,21,21,31,0,0,0
18014,735060,the forbidden arts,2018-02-07,1,Stingbot Games,Stingbot Games,65,19,3,0,0,0-20000,10.29,24,21,0,23,0,0,0
18015,735110,defenders of tetsoidea,2017-10-30,1,Brewsterland Studios,Brewsterland Studios,0,0,2,0,0,0-20000,1.69,30,20,0,21,0,0,0
18016,735240,the last strategist,2017-11-01,1,Recreat4,Virtuactions,0,15,7,0,0,0-20000,3.19,0,0,0,20,20,0,21
18017,735260,meleng,2017-11-01,1,Paleno Games,Paleno Games,118,13,6,0,0,0-20000,0.79,0,0,21,22,0,20,0
18018,735280,emergency 20,2017-10-31,1,Sixteen Tons Entertainment,Sixteen Tons Entertainment,72,180,75,1935,1935,0-20000,23.99,0,0,0,0,50,20,54
18019,735320,timetravelers,2017-11-02,1,Studio Seven,Studio Seven,0,5,1,0,0,0-20000,2.89,0,0,21,0,0,0,0
18020,735350,bottle pilgrim,2017-11-10,1,Tonguç Bodur,Tonguç Bodur,8,57,20,0,0,0-20000,4.49,0,25,35,13,22,14,0
18021,735410,task is to survive,2017-10-31,1,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,11,7,6,9,9,0-20000,2.89,0,0,0,33,0,12,0
18022,735450,ninja way,2017-11-02,1,Bullid Games,Bullid Games,2638,62,23,0,0,20000-50000,1.69,0,0,23,23,0,0,0
18023,735460,highway madness,2018-02-01,1,Game Cooks,Game Cooks,0,23,10,0,0,20000-50000,0.0,0,0,22,0,0,0,0
18024,735470,vbuilder,2017-11-08,1,"TSMOUNT, Inc.","TSMOUNT, Inc.",0,6,2,0,0,0-20000,0.0,0,0,0,0,0,0,0
18025,735500,creepy road,2018-05-18,1,Groovy Milk,Groovy Milk;GrabTheGames,18,76,33,0,0,0-20000,9.99,38,20,0,36,0,26,0
18026,735520,time killers catchout,2017-10-31,1,Space Fractal,Space Fractal,0,2,1,56,56,0-20000,0.0,21,0,21,0,0,11,21
18027,735530,time killers spot race,2017-11-13,1,Space Fractal,Space Fractal,0,5,2,0,0,0-20000,0.0,0,0,23,21,0,12,21
18028,735540,no one,2017-11-17,1,GRADE6,GRADE6,1,2,1,0,0,0-20000,2.89,0,0,0,21,0,0,0
18029,735550,crazy soccer football stars,2018-06-28,1,Lion's Shade,HeroCraft,27,7,1,0,0,0-20000,9.99,45,0,13,13,13,14,43
18030,735570,project rhombus,2017-12-07,1,SEROSOO,PsychoFlux Entertainment,4,809,64,3,3,50000-100000,0.0,38,0,44,46,0,0,0
18031,735580,1111 memories retold,2018-11-08,1,Aardman Animations;Digixart,BANDAI NAMCO Entertainment Europe,50,133,9,0,0,0-20000,19.99,0,25,26,0,0,6,0
18032,735590,grand pskov story,2017-11-01,1,CSM,W.T.B.,0,39,17,0,0,0-20000,2.09,0,24,0,21,0,0,0
18033,735600,banzai royale,2018-07-27,1,Brimstone,Brimstone ,0,60,4,0,0,0-20000,4.79,22,0,0,20,0,0,0
18034,735650,one more night bio clinic,2017-11-06,1,Stephen Wu,Stephen Wu,0,4,0,0,0,0-20000,3.99,0,0,0,21,0,0,20
18035,735660,steamcraft,2019-04-25,1,Last Level;SOFF Games,Last Level,72,56,24,0,0,0-20000,12.99,58,40,0,0,0,41,39
18036,735700,how to meat people,2017-11-16,1,Vertnacular,Vertnacular,26,5,0,0,0,0-20000,3.99,21,0,0,21,0,0,0
18037,735810,cyber surf,2018-02-27,1,Nathan Ralph;Jon (Assan) Bryant;Jonathan Ribarro;Xander Kyle Puckett;Matthew Myers,I.E.D. Studios,0,7,3,0,0,0-20000,0.0,0,0,0,22,22,0,0
18038,735840,retro space shooter,2017-11-16,1,Dexion Games,Dexion Games,0,3,15,0,0,0-20000,0.79,20,0,20,20,0,0,0
