,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
1097,NBA Live 2001,2000,EASports,Sports;Traditional;Basketball;Sim,PlayStation,86,7.7,1-8 
1098,Enemy Engaged: RAH-66 Comanche Versus Ka-52 Hokum,2000,Razorworks,Simulation;Flight;Helicopter;Helicopter;Civilian,PC,86,8.4,1-16 
1099,Silent Hill,1999,KCET,Action Adventure;Horror,PlayStation,86,9.0,1 Player
1100,Fallout 2,1998,BlackIsleStudios,Role-Playing;First-Person;First-Person;PC-style RPG;Western-Style,PC,86,9.1,No Online Multiplayer
1101,Kirby: Canvas Curse,2005,HALLabs,Action;Platformer;Platformer;2D;2D,DS,86,8.0,1 Player
1102,Burnout Legends,2005,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,PSP,86,8.5,1-4 
1103,Final Fantasy XIV: Heavensward,2015,SquareEnix,Massively Multiplayer Online;Fantasy;Role-Playing;Massively Multiplayer,PC,86,7.7,not specified
1104,Football Manager 2013,2012,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,86,6.8,not specified
1105,Out of the Park Baseball 14,2013,OutOfTheParkDevelopments,Sports;Traditional;Baseball;Management;Management,PC,86,8.3,1 Player
1106,ESPN NHL 2K5,2004,KushGames,Sports;Traditional;Ice Hockey;Sim,PlayStation2,86,8.1,10  Online
1107,DiRT Rally,2016,Codemasters,Racing;Simulation;Automobile,XboxOne,86,8.0,not specified
1108,The Witcher: Enhanced Edition,2008,CDProjektRedStudio,Role-Playing;Action RPG;Action RPG,PC,86,8.5,No Online Multiplayer
1109,Crypt of the NecroDancer: Nintendo Switch Edition,2018,BraceYourselfGames,Role-Playing;Action RPG,Switch,86,7.5,No Online Multiplayer
1110,UFC Undisputed 3,2012,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,PlayStation3,86,7.3,not specified
1111,Borderlands: The Secret Armory of General Knoxx,2010,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,7.2,not specified
1112,Call of Duty 2,2005,InfinityWard,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,86,8.4,32  Online
1113,F1 2017,2017,Codemasters,Racing;Simulation;Automobile,PlayStation4,86,7.8,Up to 20 
1114,Astebreed,2014,Edelweiss,Action;Shooter;Scrolling;Shoot-'Em-Up;Vertical;Horizontal,PC,86,7.3,No Online Multiplayer
1115,Winning Eleven: Pro Evolution Soccer 2007,2007,Konami,Sports;Traditional;Soccer;Sim,PlayStation2,86,8.9,8  Online
1116,NASCAR 2005: Chase for the Cup,2004,EATiburon,Driving;Racing;Stock Car,Xbox,86,tbd,1-2 
1117,Onimusha: Warlords,2001,Capcom,Action Adventure;Fantasy,PlayStation2,86,8.3,1 Player
1118,Ground Control,2000,MassiveEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,86,8.0,1-8 
1119,Cuphead,2017,StudioMDHR,Action;Platformer;2D,XboxOne,86,8.5,No Online Multiplayer
1120,Velocity 2X,2014,FuturLab,Action;General;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStation4,86,6.9,not specified
1121,Killer Instinct Season 3,2016,IronGalaxyStudios,Action;Fighting;2D,XboxOne,86,6.6,not specified
1122,Valkyria Chronicles,2008,Sega,Role-Playing;Strategy;Action RPG;Turn-Based;General;General;Historic;Tactics,PlayStation3,86,8.7,No Online Multiplayer
1123,Pillars of Eternity: Complete Edition,2017,"ObsidianEntertainment,ParadoxArctic",Role-Playing;Western-Style,XboxOne,86,7.7,not specified
1124,Shovel Knight,2015,YachtClubGames,Action;Platformer;2D,XboxOne,86,7.7,not specified
1125,Resistance: Fall of Man,2006,InsomniacGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Modern;Sci-Fi;Arcade,PlayStation3,86,8.1,Up to 40 
1126,Boom Blox Bash Party,2009,EALA,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,Wii,86,7.8,not specified
1127,Stardew Valley,2016,"SickheadGames,LLC,EricBarone",Role-Playing;General,PlayStation4,86,7.8,No Online Multiplayer
1128,Rise of the Tomb Raider,2016,"CrystalDynamics,NixxesSoftware",Action Adventure;General;Linear,PC,86,7.9,No Online Multiplayer
1129,NBA 2K14,2013,VisualConcepts,Sim;Sports;Traditional;Team;Basketball;Sim,XboxOne,86,5.7,Up to 10 
1130,Total War: WARHAMMER,2016,CreativeAssembly,Strategy;Turn-Based;General,PC,86,7.3,not specified
1131,Might & Magic: Clash of Heroes,2009,CapyGames,Role-Playing;General;General,DS,86,8.0,not specified
1132,Madden NFL 06,2005,EASports,Sports;Traditional;Football;Sim,Xbox,86,6.7,4  Online
1133,BlazBlue: Calamity Trigger,2009,ArcSystemWorks,Action;Fighting;Fighting;2D;2D,Xbox360,86,8.5,1-2 
1134,Resident Evil 5,2009,Capcom,Action Adventure;Horror;Horror;Survival,PC,86,7.2,not specified
1135,Saints Row IV,2013,VolitionInc.,Action Adventure;Modern;Modern;Open-World,PC,86,7.4,not specified
1136,Need for Speed: Most Wanted U,2013,CriterionGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,WiiU,86,7.7,not specified
1137,Unavowed,2018,WadjetEyeGames,Adventure;General,PC,86,8.0,No Online Multiplayer
1138,DmC: Devil May Cry Definitive Edition,2015,"NinjaTheory,QLOC",Fantasy;Action Adventure;General;Linear,XboxOne,86,7.5,not specified
1139,Mercenaries,2005,PandemicStudios,Action Adventure;Modern,Xbox,86,8.9,1 Player
1140,Final Fantasy X / X-2 HD Remaster,2014,Virtuos,Miscellaneous;Compilation,PlayStationVita,86,8.6,No Online Multiplayer
1141,Black Mesa,2012,BlackMesaModificationTeam,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.9,Online Multiplayer
1142,Guitar Hero: Metallica,2009,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,86,8.1,not specified
1143,EverQuest: Omens of War,2004,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,86,7.7,Massively Multiplayer
1144,Golden Sun: The Lost Age,2003,CamelotSoftwarePlanning,Role-Playing;Console-style RPG,GameBoyAdvance,86,9.1,1-2 
1145,Steel Beasts,2000,eSimGames,Simulation;Tank;Tank;Vehicle;Combat,PC,86,8.4,1-8 
1146,Test Drive V-Rally,2000,EdenStudios,Driving;Racing;Rally / Offroad,Dreamcast,86,8.7,not specified
1147,Total Annihilation,1997,CavedogEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,86,8.9,1-10 
1148,Monster Hunter 4 Ultimate,2015,Capcom,Role-Playing;Action RPG,3DS,86,8.6,Up to 4 
1149,Need for Speed: Hot Pursuit,2010,CriterionGames,Driving;Racing;Arcade;Arcade;Automobile,PC,86,6.8,not specified
1150,FIFA Soccer 13,2012,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PC,86,6.6,not specified
1151,Patapon,2008,SCEJapanStudio,Action;Platformer;Rhythm;General;Platformer;2D;2D;Music,PSP,86,8.8,1 Player
1152,Sid Meier's Civilization IV: Beyond the Sword,2007,FiraxisGames,Strategy;Turn-Based;Historic;Historic;4X,PC,86,8.6,16  Online
1153,Sky Force Reloaded,2017,InfiniteDreamsInc.,Action;Shooter;Shoot-'Em-Up;Vertical,XboxOne,86,6.5,not specified
1154,Dragon Age: Origins,2009,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,Xbox360,86,7.9,No Online Multiplayer
1155,The Sims 3,2009,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,86,7.6,No Online Multiplayer
1156,NBA 2K16,2015,VisualConcepts,Action;General;Sports;Team;Basketball;Sim,XboxOne,86,6.1,Up to 10 
1157,Freedom Force vs The 3rd Reich,2005,IrrationalGames,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,86,7.8,4  Online
1158,Fluidity,2010,CurveStudios,Action;Platformer;Platformer;2D;3D;2D,Wii,86,8.6,No Online Multiplayer
1159,Thimbleweed Park,2017,RonGilbertandGaryWinnick,Adventure;Point-and-Click,PlayStation4,86,7.1,not specified
1160,Titanfall,2014,RespawnEntertainment,Shooter;Sci-Fi;Miscellaneous;General;Action;Shooter;First-Person;Sci-Fi;Arcade,XboxOne,86,6.7,Up to 12 
1161,Donkey Kong Country: Tropical Freeze,2018,RetroStudios,Action;Platformer;2D,Switch,86,8.6,No Online Multiplayer
1162,Picross 3D: Round 2,2016,HALLabs,Puzzle;Logic,3DS,86,7.5,not specified
1163,Tomb Raider,2013,CrystalDynamics,Action Adventure;Modern;General;Modern;Linear,Xbox360,86,8.6,Up to 8 
1164,The Binding of Isaac: Rebirth,2014,Nicalis,Horror;Horror;Action;Action Adventure;Shooter;Survival;Shoot-'Em-Up;Top-Down,PC,86,8.3,No Online Multiplayer
1165,Tribes: Ascend,2012,Hi-RezStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,7.8,not specified
1166,Titanfall,2014,RespawnEntertainment,Shooter;Sci-Fi;Miscellaneous;General;Action;Shooter;First-Person;Sci-Fi;Arcade,PC,86,6.2,not specified
1167,Borderlands 2: Tiny Tina's Assault on Dragon Keep,2013,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,86,8.4,not specified
1168,Rayman Origins,2012,UBlartMontpellier,Action;Platformer;Platformer;2D;2D,PC,86,8.4,No Online Multiplayer
1169,Tony Hawk's Underground,2003,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,86,7.7,1-2 
1170,FIFA Soccer 2003,2002,EACanada,Sports;Traditional;Soccer;Sim,GameCube,86,7.9,1-4 
1171,Lunar 2: Eternal Blue Complete,2000,GameArts,Role-Playing;Console-style RPG,PlayStation,86,8.9,
1172,Alundra,1997,MatrixSoftware,Role-Playing;Action RPG,PlayStation,86,9.0,1 Player
1173,Minecraft: Switch Edition,2017,4JStudios,Action Adventure;Sandbox,Switch,86,7.3,Up to 8 
1174,Gears of War 4,2016,TheCoalition,Action;Shooter;Third-Person;Arcade,PC,86,6.7,not specified
1175,Shantae and the Pirate's Curse,2018,WayForward,Action;Platformer;2D,Switch,86,7.9,No Online Multiplayer
1176,Guilty Gear Xrd -REVELATOR-,2016,ArcSystemWorks,Action;Fighting;2D,PlayStation4,86,8.2,Up to 64 
1177,Pinball FX 2: Marvel Pinball,2010,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,Xbox360,86,8.3,not specified
1178,God of War: Ghost of Sparta,2010,ReadyatDawn,Action Adventure;Fantasy;Fantasy;Linear,PSP,86,8.5,No Online Multiplayer
1179,Trials HD,2009,RedLynx,Driving;Racing;Simulation;Motorcycle;Automobile;Street;Street,Xbox360,86,8.6,1 Player
1180,Her Story,2015,SamBarlow,Adventure;Visual Novel,PC,86,6.0,No Online Multiplayer
1181,Diablo III: Ultimate Evil Edition,2014,BlizzardEntertainment,Role-Playing;Action RPG,XboxOne,86,7.8,Up to 4 
1182,Punch-Out!!,2009,NextLevelGames,Sports;Traditional;Individual;Boxing;Boxing;Combat;Boxing / Martial Arts,Wii,86,8.6,No Online Multiplayer
1183,ESPN College Hoops 2K5,2004,VisualConcepts,Sports;Traditional;Basketball;Sim,Xbox,86,8.3,1-4 
1184,Suikoden III,2002,KCET,Role-Playing;Console-style RPG,PlayStation2,86,7.8,1 Player
1185,Radiant Silvergun,2011,Treasure,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,Xbox360,86,8.3,not specified
1186,Starcraft II: Heart of the Swarm,2013,BlizzardEntertainment,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,86,7.9,not specified
1187,Dishonored 2,2016,ArkaneStudios,Action Adventure;General,PC,86,6.7,No Online Multiplayer
1188,Resident Evil 7: biohazard,2017,Capcom,Action Adventure;Survival,XboxOne,86,7.6,not specified
1189,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,2013,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,86,8.0,not specified
1190,Mass Effect 2: Lair of the Shadow Broker,2010,BioWare,Role-Playing;Action RPG;Action RPG,PC,86,8.5,not specified
1191,LEGO Star Wars II: The Original Trilogy,2006,Traveller'sTales,Action Adventure;Sci-Fi;Sci-Fi;General,PC,86,8.3,1-2 
1192,Guilty Gear X2 #Reload,2004,ArcSystemWorks,Action;Fighting;2D,Xbox,86,7.8,1-2 
1193,Midnight Club II,2003,RockstarSanDiego,Driving;Racing;GT / Street,Xbox,86,7.5,1-6 
1194,Dungeon Siege,2002,GasPoweredGames,Role-Playing;Action RPG;Action RPG,PC,86,7.9,No Online Multiplayer
1195,Star Wars: Knights of the Old Republic II: The Sith Lords,2004,ObsidianEntertainment,Role-Playing;Third-Person,Xbox,86,8.6,1 Player
1196,Crysis 2,2011,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,6.8,not specified
1197,Crashmo,2012,IntelligentSystems,Miscellaneous;Puzzle;Action;Puzzle;Action,3DS,86,8.3,not specified
1198,Mario & Luigi: Partners in Time,2005,AlphadreamCorporation,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,86,8.4,1 Player
1199,Beyond Good & Evil,2003,UbisoftMontpellier,Action Adventure;Fantasy,PlayStation2,86,8.9,1 Player
1200,Mortal Kombat,2011,NetherRealmStudios,Action;Fighting;Fighting;2D;2D,Xbox360,86,8.3,Up to 8 
1201,Call of Duty: Modern Warfare 2,2009,InfinityWard,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,86,4.3,Up to 18 
1202,Guitar Hero World Tour,2008,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,86,7.6,4  Online
1203,Brothers: A Tale of Two Sons,2013,Starbreeze,Action Adventure;Fantasy;Fantasy;Linear,Xbox360,86,8.7,not specified
1204,SoulCalibur III,2005,Namco,Action;Fighting;3D,PlayStation2,86,8.5,1-2 
1205,NHL 12,2011,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,86,7.5,not specified
1206,NCAA Football 11,2010,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,86,7.1,2  Online
1207,Street Fighter III: Third Strike Online Edition,2011,IronGalaxyStudios,Action;Fighting;Fighting;2D;2D,Xbox360,86,7.2,1-2 
1208,Final Fantasy XII: The Zodiac Age,2017,SquareEnix,Role-Playing;Japanese-Style,PlayStation4,86,7.5,No Online Multiplayer
1209,The Secret of Monkey Island: Special Edition,2009,LucasArts,Adventure;General;General;Point-and-Click,PC,86,8.9,No Online Multiplayer
1210,Max Payne 2: The Fall of Max Payne,2003,RemedyEntertainment,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,PC,86,8.9,No Online Multiplayer
1211,Homeworld Remastered Collection,2015,GearboxSoftware,Miscellaneous;Compilation,PC,86,8.2,not specified
1212,Galactic Civilizations II: Dread Lords,2006,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,86,7.9,1 Player
1213,Planet Puzzle League,2007,IntelligentSystems,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,DS,86,7.7,2  Online
1214,Wolfenstein II: The New Colossus,2017,MachineGames,Action;Shooter;First-Person;Arcade,PC,86,6.7,No Online Multiplayer
1215,Animal Crossing: Wild World,2005,Nintendo,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,DS,86,8.6,Up to 4 
1216,Tomb Raider,2013,"CrystalDynamics,NixxesSoftware",Action Adventure;Modern;General;Modern;Linear,PC,86,8.5,not specified
1217,DmC: Devil May Cry,2013,NinjaTheory,Action;General;Action Adventure;Fantasy;General;Fantasy;Linear,Xbox360,86,5.1,No Online Multiplayer
1218,Medal of Honor Underground,2000,DreamworksInteractive,Action;Shooter;First-Person;Historic,PlayStation,86,8.9,1-2 
1219,Dino Crisis 2,2000,Capcom,Action Adventure;Sci-Fi,PlayStation,86,9.1,1 Player
1220,Star Trek: Voyager Elite Force,2000,RavenSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.2,1-32 
1221,Need for Speed: High Stakes,1999,EACanada,Driving;Racing;Arcade,PlayStation,86,8.7,1-2 
1222,Dragon Ball FighterZ,2018,ArcSystemWorks,Action;Fighting;2D,XboxOne,86,7.6,2 
1223,Street Fighter III: Third Strike Online Edition,2011,IronGalaxyStudios,Action;Fighting;Fighting;2D;2D,PlayStation3,86,7.2,Up to 8 
1224,Professor Layton and the Unwound Future,2010,Level5,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,DS,86,8.9,No Online Multiplayer
1225,Assassin's Creed IV: Black Flag,2013,Ubisoft,Action Adventure;Historic;Historic;Open-World,Xbox360,86,7.9,Up to 8 
1226,We Love Katamari,2005,Namco,Action;General,PlayStation2,86,8.9,1-2 
1227,Worldwide Soccer Manager 2008,2007,SportsInteractive,Sports;Traditional;Team;Soccer;Management;Management,PC,86,8.1,not specified
1228,Dance Central 2,2011,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Dancing;Dancing,Xbox360,86,8.2,not specified
1229,Sly Cooper and the Thievius Raccoonus,2002,SuckerPunch,Action;Platformer;3D,PlayStation2,86,8.6,1 Player
1230,IL-2 Sturmovik: Forgotten Battles,2003,"1C,1CCompany",Simulation;Flight;WWII;WWII;Combat,PC,86,8.6,1-32 
1231,Geometry Wars: Retro Evolved,2005,BizarreCreations,Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,Xbox360,86,8.6,1 Player
1232,Fight Night Round 3,2006,EAChicago,Sports;Traditional;Individual;Boxing;Boxing;Combat;Boxing / Martial Arts,Xbox360,86,8.8,2  Online
1233,F1 2016,2016,Codemasters,Racing;Simulation;Automobile,PC,86,8.0,not specified
1234,Amplitude,2003,HarmonixMusicSystems,Miscellaneous;Rhythm;Music,PlayStation2,86,8.5,1-4 
1235,Bastion,2011,SupergiantGames,Role-Playing;Action RPG;Action RPG,Xbox360,86,8.5,1 Player
1236,DiRT 3,2011,Codemasters,Driving;Racing;Simulation;Rally / Offroad;Rally / Offroad;Automobile,PC,86,7.0,not specified
1237,Minecraft: PlayStation 3 Edition,2013,"4JStudios,MojangAB",Fantasy;Action Adventure;Adventure;3D;Sandbox;First-Person;Fantasy,PlayStation3,86,6.7,Up to 8 
1238,Sonic Mania,2017,"SegaSoft,Sega,PagodaWestGames",Action;Platformer;2D,PlayStation4,86,8.6,2 
1239,The Legend of Zelda: Four Swords Adventures,2004,Nintendo,Action Adventure;Fantasy,GameCube,86,7.4,1-4 
1240,Joe Danger,2010,HelloGames,Driving;Racing;Arcade;Arcade;Automobile,PlayStation3,86,7.7,not specified
1241,Tales of Symphonia,2004,Namco,Role-Playing;Console-style RPG,GameCube,86,8.5,1 Player
1242,Fight Night Champion,2011,EACanada,Sports;Traditional;Individual;Boxing;Boxing;Combat;Boxing / Martial Arts,Xbox360,86,7.4,2  Online
1243,NBA Live 2004,2003,EASports,Sports;Traditional;Basketball;Sim,PlayStation2,86,7.7,1-4 
1244,Colin McRae Rally 3,2003,Codemasters,Driving;Racing;Rally / Offroad,PlayStation2,86,7.5,1-2 
1245,Tom Clancy's Rainbow Six 3,2003,Ubisoft,Action;Shooter;First-Person;Tactical;Modern,Xbox,86,8.5,1-16 
1246,Colin McRae Rally 3,2003,Codemasters,Driving;Racing;Rally / Offroad,Xbox,86,7.5,1-4 
1247,Burnout 2: Point of Impact,2002,CriterionGames,Driving;Racing;Arcade,PlayStation2,86,8.2,1-2 
1248,Unreal Tournament 2003,2002,DigitalExtremes,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.2,1-64 
1249,Age of Wonders II: The Wizard's Throne,2002,TriumphStudios,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,86,8.5,1-8 
1250,Daytona USA,2001,AmusementVision,Driving;Racing;Arcade,Dreamcast,86,8.6,not specified
1251,Links 2001,2000,MicrosoftGameStudios,Sports;Traditional;Individual;Golf;Sim;Sim,PC,86,6.8,1-8 
1252,EverQuest: The Ruins of Kunark,2000,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,86,8.5,Massively Multiplayer
1253,Full Throttle,1995,LucasArts,Adventure;General,PC,86,8.8,not specified
1254,Katamari Damacy,2004,Namco,Action;General,PlayStation2,86,8.9,1-2 
1255,The Lord of the Rings Online: Shadows of Angmar,2007,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,86,8.1,Massively Multiplayer
1256,Grand Theft Auto: Vice City Stories,2006,RockstarLeeds,Action Adventure;Modern;Modern;Open-World,PSP,86,8.1,No Online Multiplayer
1257,Pony Island,2016,DanielMullinsGames,Puzzle;General,PC,86,7.4,No Online Multiplayer
1258,Tomb Raider: Definitive Edition,2014,"CrystalDynamics,UnitedFrontGames",Modern;Action Adventure;General;Modern;Linear,XboxOne,86,7.7,Up to 8 
1259,"Warhammer 40,000: Dawn of War",2004,Relic,Strategy;Real-Time;Sci-Fi;Sci-Fi;General,PC,86,8.7,8  Online
1260,Diablo III,2013,BlizzardEntertainment,Role-Playing;Action RPG;Action RPG,PlayStation3,86,6.4,Up to 4 
1261,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,"RedStormEntertainment,UbisoftParis",Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,Xbox360,86,7.9,16  Online
1262,Tales From Space: Mutant Blobs Attack,2012,DrinkBoxStudios,Action;Platformer;Platformer;2D;2D,PlayStationVita,86,8.3,not specified
1263,Max Payne 3,2012,RockstarStudios,Action;Shooter;Shooter;Third-Person;Modern;Modern;Arcade,Xbox360,86,7.8,not specified
1264,Skate,2007,EABlackBox,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,Xbox360,86,8.4,6  Online
1265,Warhammer Online: Age of Reckoning,2008,EAMythic,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,86,7.9,Massively Multiplayer
1266,Resident Evil 7: biohazard,2017,Capcom,Action Adventure;Survival,PlayStation4,86,7.8,No Online Multiplayer
1267,NHL 12,2011,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,86,7.0,not specified
1268,Rise of the Tomb Raider,2015,CrystalDynamics,Fantasy;Action Adventure;General;Linear,XboxOne,86,8.0,No Online Multiplayer
1269,Dead Space,2008,EARedwoodShores,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,86,8.0,No Online Multiplayer
1270,PlayerUnknown's Battlegrounds,2017,"Bluehole,Inc.,PUBGCorporation",Action;Shooter;First-Person;Tactical,PC,86,4.5,Up to more than 64 
1271,Advance Wars: Days of Ruin,2008,IntelligentSystems,Strategy;Turn-Based;Modern;Modern;Tactics,DS,86,8.6,No Online Multiplayer
1272,The Elder Scrolls IV - Knights of the Nine,2006,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,Xbox360,86,7.5,1 Player
1273,Rocksmith 2014 Edition,2013,Ubisoft,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,86,8.4,not specified
1274,Bionic Commando Rearmed,2008,GRIN,Action;Platformer;Platformer;2D;2D,PC,86,6.8,No Online Multiplayer
1275,DJ Hero,2009,FreeStyleGames,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,86,7.7,1-2 
1276,Forza Horizon 2,2014,PlaygroundGames,Driving;Racing;Simulation;GT / Street;Automobile,XboxOne,86,8.3,Up to 12 
1277,FIFA 14,2013,EACanada,Ice Hockey;Sim;Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,86,4.3,Up to 22 
1278,Observer,2017,BlooberTeam,Adventure;3D;First-Person,XboxOne,86,7.8,not specified
1279,ZEN Pinball 2,2012,ZenStudios,Action;Miscellaneous;Parlor;Pinball;Pinball,PlayStation3,86,7.9,not specified
1280,Moto Racer Advance,2002,DelphineSoftwareInternational,Driving;Racing;Motorcycle;Street,GameBoyAdvance,86,tbd,not specified
1281,Command & Conquer: Red Alert 2 - Yuri's Revenge,2001,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,86,8.9,not specified
1282,Europa Universalis,2001,ParadoxDevelopmentStudio,Strategy;General;General,PC,86,7.9,1-8 
1283,Escape from Monkey Island,2000,LucasArts,Adventure;3D;Fantasy;Third-Person;Fantasy,PC,86,8.1,No Online Multiplayer
1284,SteamWorld Heist,2015,Image&Form,Sci-Fi;Strategy;Turn-Based;General,3DS,86,8.4,not specified
1285,Robo Recall,2017,EpicGames,Action;General,PC,86,7.9,not specified
1286,IL-2 Sturmovik: 1946,2007,1C:MaddoxGames,Simulation;Flight;WWII;WWII;Combat,PC,86,8.8,1 Player
1287,XCOM: Enemy Within,2013,FiraxisGames,Sci-Fi;Strategy;Turn-Based;Sci-Fi;General,PC,86,8.0,not specified
1288,Final Fantasy XIV: Heavensward,2015,SquareEnix,Massively Multiplayer Online;Fantasy;Role-Playing;Massively Multiplayer,PlayStation4,86,7.6,not specified
1289,Bayonetta,2014,BeeTribe,Action;Action Adventure;Fantasy;Beat-'Em-Up;Linear,WiiU,86,8.8,not specified
1290,Dance Central 3,2012,HarmonixMusicSystems,Dancing;Action;Miscellaneous;Rhythm;Dancing,Xbox360,86,8.1,not specified
1291,Shatter,2009,SidheInteractive,Action;General;General,PlayStation3,86,7.6,not specified
1292,Final Fantasy XIV Online: A Realm Reborn,2014,SquareEnix,Fantasy;Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PlayStation4,86,6.7,Up to 64 
1293,Titanfall 2,2016,RespawnEntertainment,Action;Shooter;First-Person;Arcade,PC,86,8.2,not specified
1294,Luigi's Mansion: Dark Moon,2013,NextLevelGames,Action Adventure;Fantasy;General;Fantasy,3DS,86,8.5,Up to 4 
1295,DJ Hero 2,2010,FreeStyleGames,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,86,7.9,not specified
1296,Guitar Hero III: Legends of Rock,2007,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,86,8.3,1-2 
1297,Psychonauts,2005,BudCat,Action;Platformer;3D,PlayStation2,86,8.6,1 Player
1298,Guitar Hero 5,2009,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,86,5.8,not specified
1299,Battlefield 3: Back to Karkand,2011,EADICE,Action;Shooter;Shooter;First-Person;Modern;Tactical;Modern;Arcade,PC,86,7.2,not specified
1300,F-Zero: Maximum Velocity,2001,NdCube,Driving;Racing;Futuristic,GameBoyAdvance,86,8.2,1-4 
1301,West of Loathing,2017,AsymmetricPublications,Role-Playing;General,PC,86,8.0,No Online Multiplayer
1302,Dying Light: The Following,2016,Techland,Action Adventure;Survival,XboxOne,86,8.1,not specified
1303,Destiny: The Taken King,2015,Bungie,Action;Shooter;First-Person;Arcade,PlayStation4,86,6.2,not specified
1304,Heroes of the Storm,2015,BlizzardEntertainment,Action;Strategy;Real-Time;General;MOBA,PC,86,6.5,Up to 10 
1305,DiRT 4,2017,"Codemasters,DeepSilver",Racing;Simulation;Automobile,XboxOne,86,6.7,not specified
1306,Code:Realize - Guardian of Rebirth,2015,Otomate,Adventure;Visual Novel,PlayStationVita,86,7.9,not specified
1307,Tom Clancy's Rainbow Six Vegas,2007,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PlayStation3,86,7.6,14  Online
