,appid,name,release_date,english,developer,publisher,platforms,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
364,420290,blackwake,2017-02-24,1,Mastfire Studios Pty Ltd,Mastfire Studios Pty Ltd,windows;mac,0,0,9352,1367,396,488,500000-1000000,14.99,49,blackwake,3,2017,1091990,19923 hours,38978,117,3852,1469,26,54.81
365,421050,deponia doomsday,2016-03-01,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,36,1868,270,247,247,200000-500000,14.99,95,deponia doomsday,3,2016,298823,2096 hours,28013,36,320,402,2,142.57
366,422970,devil daggers,2016-02-18,1,Sorath,Sorath,windows;mac;linux,0,1,4462,222,216,399,200000-500000,3.99,132,devil daggers,3,2016,180538,1297 hours,32223,19,520,242,1,139.2
367,423230,furi,2016-07-05,1,The Game Bakers,The Game Bakers,windows,0,33,4199,474,535,682,500000-1000000,14.99,52,furi,7,2016,754592,23400 hours,39313,159,8757,1015,31,32.25
368,423580,project highrise,2016-09-08,1,SomaSim,Kasedo Games,windows;mac,0,88,1724,400,224,351,200000-500000,14.99,112,project highrise,9,2016,205267,1247 hours,28568,21,346,285,1,164.61
369,424370,wolcen lords of mayhem,2016-03-24,1,WOLCEN Studio,WOLCEN Studio,windows,0,0,2787,1306,2766,4436,100000-200000,27.99,138,wolcen lords of mayhem,3,2020,684919,43457 hours,18049,240,4534,921,58,15.76
370,424840,little nightmares,2017-04-27,1,Tarsier Studios,BANDAI NAMCO Entertainment,windows,0,22,7568,980,90,90,500000-1000000,15.99,157,little nightmares,4,2021,1092222,42456 hours,120572,165,11886,1519,59,25.73
371,426310,perception,2017-05-30,1,The Deep End Games,The Deep End Games,windows,0,33,188,71,0,0,0-20000,15.49,175,perception,6,2017,161885,1891 hours,36938,16,703,225,2,85.61
372,427190,dead rising,2016-09-12,1,Capcom,Capcom,windows,0,50,1595,190,166,166,100000-200000,15.99,155,dead rising,10,2016,176703,3289 hours,14057,21,703,237,4,53.73
373,427290,vampyr,2018-06-04,1,DONTNOD Entertainment,Focus Home Interactive,windows,0,28,4580,1717,794,1154,200000-500000,44.99,37,vampyr,6,2018,2922646,91867 hours,114271,1223,13170,4064,127,31.81
374,427520,factorio,2016-02-25,1,Wube Software LTD.,Wube Software LTD.,windows;mac;linux,0,38,47918,723,10087,6880,1000000-2000000,21.0,185,factorio,10,2020,597892,29036 hours,11945,94,2291,804,39,20.59
375,428690,youtubers life,2017-02-02,1,U-Play Online,U-Play Online,windows;mac;linux,0,54,6483,2590,1394,1765,500000-1000000,19.99,180,youtubers life,2,2017,166665,1034 hours,64093,22,348,248,1,161.18
376,429660,tales of berseria,2017-01-26,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,51,7427,536,2398,2878,200000-500000,39.99,130,tales of berseria,2,2017,258094,22357 hours,8984,96,2533,384,33,11.54
377,431240,golf with your friends,2016-01-29,1,Blacklight Interactive,Team17 Digital Ltd,windows;mac;linux,0,39,15946,1723,323,295,1000000-2000000,4.79,163,golf with your friends,1,2021,789887,26727 hours,26974,130,8871,1063,35,29.55
378,431650,phoning home,2017-02-07,1,ION LANDS,ION LANDS,windows,0,52,390,158,0,0,20000-50000,14.99,192,phoning home,2,2017,153199,562 hours,31826,11,135,228,0,272.6
379,431740,chowderchu,2016-01-04,1,Ryan Jensen,Ryan Jensen,windows,0,11,30,21,268,268,20000-50000,2.09,133,chowderchu,4,2016,170847,90 hours,15249,9,32,237,0,1898.3
380,433100,the town of light,2016-02-26,1,LKA,LKA;Wired Productions,windows,18,20,717,172,0,0,20000-50000,13.99,190,the town of light,3,2016,100594,545 hours,22452,7,204,135,0,184.58
381,433170,die young,2017-06-05,1,IndieGala,IndieGala,windows,0,0,433,101,419,419,20000-50000,10.99,177,die young,6,2017,160927,625 hours,36777,9,176,223,0,257.48
382,433340,slime rancher,2017-08-01,1,Monomi Park,Monomi Park,windows;mac;linux,0,57,24205,965,1314,827,1000000-2000000,14.99,192,slime rancher,3,2019,279979,36511 hours,23423,251,10243,376,49,7.67
383,433850,z1 battle royale,2018-02-28,1,NantG,Daybreak Game Company,windows,0,0,111434,91664,3142,162,10000000-20000000,0.0,122,z1 battle royale,3,2021,1595784,46911 hours,44207,232,5733,2147,63,34.02
384,434460,rock of ages 2 bigger boulder,2017-08-28,1,ACE Team,SEGA,windows,0,21,1423,348,190,276,100000-200000,10.99,144,rock of ages 2 bigger boulder,9,2017,247175,859 hours,30078,8,349,343,1,287.75
385,435150,divinity original sin 2,2017-09-14,1,Larian Studios,Larian Studios,windows;mac,0,97,44145,2464,2938,1953,2000000-5000000,29.99,129,divinity original sin 2,10,2020,984909,36421 hours,53588,118,3445,1325,49,27.04
386,436520,line of sight,2017-01-31,1,BlackSpot Entertainment,BlackSpot Entertainment,windows,0,408,4562,3397,161,68,2000000-5000000,0.0,176,line of sight,3,2017,148671,2974 hours,24855,17,615,200,4,49.99
387,437920,tricky towers,2016-08-02,1,WeirdBeard,WeirdBeard,windows;mac;linux,0,29,3449,378,570,491,200000-500000,11.99,125,tricky towers,7,2018,550660,1610 hours,28875,11,779,741,2,342.02
388,438100,vrchat,2017-02-01,1,VRChat Inc.,VRChat Inc.,windows,0,0,25818,3323,1351,52,2000000-5000000,0.0,68,vrchat,4,2021,3598670,103832 hours,35099,406,11202,5005,144,34.66
389,438640,lego star wars the force awakens,2016-06-27,1,Traveller's Tales;TT Games;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,69,1828,422,1399,1435,200000-500000,24.99,190,lego star wars the force awakens,6,2016,96608,1426 hours,29338,59,798,134,1,67.75
390,438740,friday the 13th the game,2017-05-25,1,IllFonic,Gun Media,windows,18,53,19663,8304,4823,4944,500000-1000000,15.49,183,friday the 13th the game,11,2020,648659,27330 hours,114038,436,5445,902,38,23.73
391,440900,conan exiles,2018-05-08,1,Funcom,Funcom,windows,18,25,22001,9594,4431,5167,500000-1000000,33.99,117,conan exiles,3,2021,1647641,49831 hours,28156,183,3168,2217,67,33.06
392,441010,mount your friends 3d a hard man is good to climb,2018-02-23,1,Stegersaurus Software Inc.,Stegersaurus Software Inc.,windows;mac,0,9,168,23,257,257,20000-50000,5.19,176,mount your friends 3d a hard man is good to climb,2,2018,190269,274 hours,33620,13,157,283,0,694.41
393,441830,i am setsuna,2016-07-19,1,Tokyo RPG Factory,Square Enix,windows,0,50,848,310,1136,1136,50000-100000,29.99,199,i am setsuna,7,2016,160401,5957 hours,12510,104,1786,215,8,26.93
394,442070,drawful 2,2016-06-20,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0,10,289,37,331,331,100000-200000,6.99,123,drawful 2,7,2016,272157,4265 hours,29376,32,1470,366,5,63.81
395,442080,riders of icarus,2016-07-06,1,WeMade,Nexon America,windows,0,0,5306,2741,1859,145,1000000-2000000,0.0,168,riders of icarus,7,2016,185519,18141 hours,31938,99,2775,249,24,10.23
396,442780,strafe,2017-05-09,1,Pixel Titans,Devolver Digital,windows;mac;linux,0,36,1235,487,181,181,200000-500000,11.39,189,strafe,5,2017,145468,2360 hours,11783,68,791,195,3,61.64
397,443110,armored warfare,2017-11-17,1,Obsidian Entertainment;My.com,My.com,windows,0,0,495,332,276,276,100000-200000,0.0,166,armored warfare,2,2016,129391,11784 hours,1907,56,1233,186,16,10.98
398,443810,this is the police,2016-08-02,1,Weappy Studio,THQ Nordic,windows;mac;linux,0,10,5315,1096,198,311,500000-1000000,13.99,200,this is the police,9,2016,93135,1395 hours,5184,12,424,129,1,66.76
399,444090,paladins,2018-05-08,1,Evil Mojo Games,Hi-Rez Studios,windows,0,58,169580,32407,1595,407,10000000-20000000,0.0,173,paladins,4,2021,959169,110331 hours,8348,333,14644,1334,153,8.69
400,445980,wizard of legend,2018-05-15,1,Contingent99,Contingent99,windows;mac;linux,0,19,3990,535,386,462,200000-500000,12.39,196,wizard of legend,6,2018,268391,11407 hours,13621,51,3284,373,15,23.53
401,446560,just dance 2017,2016-10-27,1,Ubisoft Paris;Ubisoft Pune,Ubisoft,windows,0,0,1182,246,0,0,20000-50000,41.99,199,just dance 2017,8,2017,152843,1216 hours,21879,8,322,205,1,125.69
402,446800,transport fever,2016-11-08,1,Urban Games,Good Shepherd Entertainment,windows;mac;linux,0,53,4418,1266,849,858,200000-500000,26.99,101,transport fever,11,2016,355060,6367 hours,6818,58,565,493,8,55.77
403,447020,farming simulator 17,2016-10-24,1,Giants Software,Focus Home Interactive,windows;mac,0,17,11211,1025,4377,6403,500000-1000000,15.99,200,farming simulator 17,9,2018,219264,30088 hours,3487,122,3353,304,41,7.29
404,449800,attack on titan,2016-08-26,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,18,43,2501,479,2492,3729,100000-200000,49.99,121,attack on titan,9,2016,187941,22852 hours,12211,166,6413,261,31,8.22
405,449960,book of demons,2018-12-13,1,Thing Trunk,Thing Trunk,windows;mac,0,202,5312,389,124,124,200000-500000,19.99,196,book of demons,12,2018,274322,5299 hours,39327,42,1201,369,7,51.77
406,451020,battle chasers nightwar,2017-10-03,1,Airship Syndicate,THQ Nordic,windows;mac;linux,0,48,2987,375,1387,1387,200000-500000,24.99,68,battle chasers nightwar,10,2017,788908,16914 hours,31478,118,2073,1061,22,46.64
407,451340,gold rush the game,2017-10-13,1,Code Horizon,Code Horizon;PlayWay S.A.,windows,0,42,3176,1787,227,227,200000-500000,15.49,99,gold rush the game,10,2017,474402,13565 hours,42726,105,1587,638,18,34.97
408,453090,parkitect,2018-11-29,1,Texel Raptor,Texel Raptor,windows;mac;linux,0,32,1827,173,401,620,100000-200000,23.79,150,parkitect,12,2018,441771,3536 hours,31132,19,659,594,4,124.94
409,453480,shadowverse,2016-10-27,1,"Cygames, Inc.","Cygames, Inc.;Cygames Korea Inc.",windows;mac,0,0,5583,2008,4126,230,1000000-2000000,0.0,197,shadowverse,1,2020,354284,11158 hours,6629,45,922,476,15,31.75
410,454650,dragon ball xenoverse 2,2016-10-27,1,QLOC;DIMPS,BANDAI NAMCO Entertainment,windows,0,61,9531,2495,3194,3175,200000-500000,39.99,138,dragon ball xenoverse 2,12,2016,237908,9670 hours,10920,38,1304,320,13,24.6
411,455980,judgment apocalypse survival simulation,2018-05-03,1,Suncrash,Suncrash,windows,0,57,914,182,1325,1325,50000-100000,15.49,176,judgment apocalypse survival simulation,5,2018,241637,2042 hours,25847,21,283,325,2,118.33
412,456670,hand of fate 2,2017-11-07,1,Defiant Development,Defiant Development,windows;mac;linux,0,99,2446,378,303,303,100000-200000,23.79,141,hand of fate 2,12,2017,260048,3497 hours,22144,21,773,349,4,74.36
413,456750,the room three,2018-11-13,1,Fireproof Games,Fireproof Games,windows,0,10,1216,38,397,398,50000-100000,4.99,156,the room three,11,2018,353688,2774 hours,29236,32,630,491,3,127.5
414,457140,oxygen not included,2017-05-18,1,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,2,16797,1205,2115,1072,500000-1000000,18.99,181,oxygen not included,12,2020,636007,22579 hours,13469,80,2367,855,30,28.17
415,460790,bayonetta,2017-04-11,1,PlatinumGames,SEGA,windows,18,50,8866,843,232,180,500000-1000000,14.99,94,bayonetta,4,2017,396836,9267 hours,24966,71,1909,551,12,42.82
416,460810,vanquish,2017-05-25,1,PlatinumGames;Little Stone Software,SEGA,windows,18,50,2360,327,490,510,200000-500000,14.99,151,vanquish,5,2017,202305,3074 hours,39075,89,999,272,4,65.81
417,460920,steep,2016-12-02,1,Ubisoft Annecy;Ubisoft Montpellier;Ubisoft Kiev,Ubisoft,windows,0,0,7802,2603,724,602,500000-1000000,25.99,197,steep,12,2017,163904,4717 hours,7951,28,1773,220,6,34.75
418,460930,tom clancys ghost recon wildlands,2017-03-06,1,Ubisoft Paris;Ubisoft Annecy;Ubisoft Bucharest;Ubisoft Montpellier;Ubisoft Milan;Reflections;Ubisoft Belgrade,Ubisoft,windows,0,0,26547,9944,1987,1242,1000000-2000000,41.99,165,tom clancys ghost recon wildlands,5,2019,419166,32441 hours,47305,118,8423,564,43,12.92
419,460950,katana zero,2019-04-18,1,Askiisoft,Devolver Digital,windows;mac,0,19,1848,44,211,229,50000-100000,11.39,113,katana zero,4,2019,665019,10328 hours,28571,98,2607,924,14,64.39
420,464340,syberia 3,2017-11-13,1,Microids,Microids,windows;mac,0,40,800,822,1302,1523,100000-200000,23.79,162,syberia 3,4,2017,164992,3191 hours,26775,86,406,229,4,51.71
421,464920,surviving mars,2018-03-15,1,Haemimont Games,Paradox Interactive,windows;mac;linux,0,60,3942,1608,2454,2720,200000-500000,26.99,42,surviving mars,3,2018,1854455,34089 hours,36527,451,4219,2495,45,54.4
422,466130,white day a labyrinth named school,2017-08-22,1,SONNORI Corp,PQube Limited;SONNORI Corp,windows,0,42,529,260,0,0,20000-50000,22.99,139,white day a labyrinth named school,9,2017,258136,2911 hours,34144,22,469,359,4,88.68
423,466240,deceit,2017-03-03,1,Automaton,Automaton,windows,0,14,18666,6032,469,63,2000000-5000000,0.0,169,deceit,4,2020,566465,24550 hours,44946,94,6969,787,34,23.07
424,466560,northgard,2018-03-07,1,Shiro Games,Shiro Games,windows;mac;linux,0,133,12214,2314,601,430,500000-1000000,23.79,168,northgard,5,2018,267650,3836 hours,17243,25,806,360,5,69.77
425,466740,araya,2016-11-23,1,MAD Virtual Reality Studio,MAD Virtual Reality Studio,windows,0,34,335,112,19,19,20000-50000,10.99,159,araya,11,2016,142823,437 hours,28289,12,184,198,0,326.83
426,469600,legion td 2,2017-11-20,1,AutoAttack Games,AutoAttack Games,windows;mac,0,0,1425,507,878,878,50000-100000,15.49,159,legion td 2,12,2017,236315,6349 hours,37519,32,737,318,8,37.22
427,470220,uno,2017-01-03,1,Ubisoft Entertainment,Ubisoft Entertainment,windows,0,0,2923,2015,284,274,200000-500000,8.59,180,uno,3,2021,906085,13028 hours,74828,86,6451,1219,17,69.55
428,470260,event0,2016-09-14,1,Ocelot Society,Ocelot Society,windows;mac,0,12,1339,335,131,131,100000-200000,14.99,139,event0,9,2016,154677,392 hours,31570,7,156,215,0,394.58
429,473690,absolver,2017-08-29,1,Sloclap,Devolver Digital,windows,0,22,6395,3283,796,994,200000-500000,24.99,160,absolver,9,2017,215862,19517 hours,4272,207,4778,300,27,11.06
430,474960,quantum break,2016-09-29,1,Remedy Entertainment,Microsoft Studios,windows,0,42,10249,1929,331,398,1000000-2000000,29.99,42,quantum break,4,2016,1235417,30206 hours,63330,433,6411,1718,42,40.9
431,475550,beholder,2016-11-09,1,Warm Lamp Games,Alawar Premium,windows;mac;linux,3,60,9947,1095,240,227,500000-1000000,6.99,186,beholder,4,2018,209247,1492 hours,7740,14,372,291,2,140.25
432,476600,call of duty wwii,2017-11-02,1,Sledgehammer Games;Raven Software,Activision,windows,18,35,10753,8288,309,324,500000-1000000,44.99,148,call of duty wwii,9,2018,374464,53096 hours,6687,180,25571,520,73,7.05
433,477160,human fall flat,2016-07-22,1,No Brakes Games,Curve Digital,windows;mac,0,55,28371,2678,348,245,2000000-5000000,11.99,181,human fall flat,12,2019,311936,15580 hours,19963,60,6499,419,20,20.02
434,478980,mansions of madness,2016-08-01,1,Fantasy Flight Games,Fantasy Flight Games,windows;mac,0,0,249,38,0,0,100000-200000,0.0,88,mansions of madness,10,2019,814533,6401 hours,62020,122,1387,1096,8,127.25
435,480490,prey,2017-05-04,1,Arkane Studios,Bethesda Softworks,windows,0,58,17808,2144,738,538,500000-1000000,19.99,116,prey,6,2018,496203,15594 hours,22928,65,2832,690,21,31.82
436,481110,the bunker,2016-09-20,1,Splendy Interactive;Wales Interactive,Wales Interactive,windows;mac,0,28,460,140,0,0,20000-50000,9.99,187,the bunker,10,2016,134875,731 hours,34586,11,313,181,0,184.51
437,481510,night in the woods,2017-02-21,1,Infinite Fall,Finji,windows;mac;linux,0,31,6770,402,0,0,200000-500000,14.99,136,night in the woods,3,2017,206444,5625 hours,22562,32,1083,277,7,36.7
438,485380,welcome to the game,2016-06-15,1,Reflect Studios,Reflect Studios,windows;mac,18,11,1355,272,214,214,50000-100000,3.99,181,welcome to the game,8,2018,247544,388 hours,13698,7,131,333,0,638.0
439,485510,nioh,2017-11-07,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,79,9842,2667,3456,3224,200000-500000,39.99,144,nioh,3,2020,636531,32048 hours,21769,97,3839,856,43,19.86
440,487120,citadel forged with fire,2017-07-26,1,Blue Isle Studios;Virtual Basement LLC,Blue Isle Studios,windows,0,50,2248,1333,962,962,100000-200000,19.49,199,citadel forged with fire,8,2018,216789,3126 hours,24689,27,430,291,4,69.35
441,487720,agony,2018-05-29,1,Madmind Studio,Madmind Studio,windows,0,36,991,1127,331,496,50000-100000,11.39,111,agony,5,2018,487171,6792 hours,47635,342,2415,655,9,71.73
442,488790,south park the fractured but whole,2017-10-16,1,Ubisoft San Francisco,Ubisoft,windows,18,35,4840,2017,932,976,200000-500000,49.99,197,south park the fractured but whole,10,2019,299232,2421 hours,25048,13,615,402,3,123.6
443,489520,minion masters,2016-12-02,1,BetaDwarf,BetaDwarf,windows,0,38,13269,1687,381,192,500000-1000000,0.0,113,minion masters,9,2019,518487,18892 hours,7795,55,1790,721,26,27.44
444,489940,battalion 1944,2018-02-01,1,Bulkhead Interactive,Square Enix,windows,0,0,3869,3623,639,846,200000-500000,15.99,116,battalion 1944,7,2019,521109,43436 hours,17384,214,6576,701,58,12.0
445,492720,tropico 6,2019-03-29,1,Limbic Entertainment,Kalypso Media,windows;linux,16,40,3778,664,1345,1573,100000-200000,39.99,64,tropico 6,4,2019,1430320,20519 hours,19312,132,2888,1989,28,69.71
446,493200,rime,2017-05-26,1,Tequila Works;QLOC,Grey Box;Six Foot,windows,0,31,2435,264,178,295,200000-500000,29.99,155,rime,6,2017,181931,4275 hours,16483,29,1204,253,5,42.56
447,493340,planet coaster,2016-11-17,1,Frontier Developments,Frontier Developments,windows,0,32,22004,2828,1069,482,1000000-2000000,29.99,139,planet coaster,7,2018,431870,10224 hours,6493,41,1913,581,13,42.24
448,493840,marvel vs capcom infinite,2017-09-19,1,Capcom,Capcom,windows,0,47,862,624,0,0,50000-100000,32.99,109,marvel vs capcom infinite,12,2017,450974,5865 hours,17596,53,1688,606,7,76.89
449,495910,dungeon fighter online,2016-08-09,1,Neople,Neople,windows,0,59,1706,604,1667,257,500000-1000000,0.0,153,dungeon fighter online,7,2018,384345,12903 hours,20714,50,1005,517,17,29.79
450,496300,kingdom new lands,2016-08-09,1,Noio,Raw Fury,windows;mac;linux,0,34,4619,741,221,221,500000-1000000,10.99,136,kingdom new lands,8,2016,205401,3516 hours,34957,34,775,276,4,58.42
451,498240,batman,2016-08-02,1,Telltale Games,Telltale Games,windows,0,30,5729,1783,385,575,200000-500000,11.99,134,batman,12,2016,261988,4567 hours,12276,39,167,352,6,57.37
452,499520,the turing test,2016-08-30,1,Bulkhead Interactive,Square Enix,windows,0,15,3012,486,357,434,200000-500000,14.99,147,the turing test,9,2016,141741,2269 hours,26029,20,598,197,3,62.47
453,500260,ben and ed blood party,2018-02-13,1,Sluggerfly,Sluggerfly,windows,0,23,589,109,73,73,20000-50000,10.99,197,ben and ed blood party,5,2017,133973,213 hours,60235,9,99,180,0,628.98
454,500810,arcanum of steamworks and magick obscura,2016-08-29,1,Troika Games,Activision,windows,0,0,522,76,0,0,100000-200000,4.99,164,arcanum of steamworks and magick obscura,11,2019,310380,238 hours,12070,3,36,431,0,1304.12
455,501300,what remains of edith finch,2017-04-24,1,Giant Sparrow,Annapurna Interactive,windows,0,9,10573,506,130,149,200000-500000,14.99,125,what remains of edith finch,5,2017,280354,2395 hours,15557,16,1066,377,3,117.06
456,501990,phantasmagoria,2016-08-29,1,Sierra,Activision,windows,0,0,127,22,20,20,50000-100000,7.99,198,phantasmagoria,10,2016,124560,84 hours,16383,4,19,167,0,1482.86
457,502280,berserk and the band of the hawk,2017-02-21,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,18,40,931,258,78,78,20000-50000,49.99,190,berserk and the band of the hawk,3,2017,129261,4461 hours,9540,29,748,173,6,28.98
458,502500,ace combat 7 skies unknown,2019-01-31,1,BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,windows,0,49,4643,1623,1029,1029,200000-500000,49.99,199,ace combat 7 skies unknown,2,2019,216831,19101 hours,9347,269,3124,323,28,11.35
459,503940,railway empire,2018-01-26,1,Gaming Minds Studios,Kalypso Media Digital,windows;linux,0,95,2994,710,1081,1081,100000-200000,39.99,135,railway empire,2,2018,276041,2255 hours,22910,20,390,411,3,122.41
460,504230,celeste,2018-01-25,1,Matt Makes Games Inc.,Matt Makes Games Inc.,windows;mac;linux,0,30,7239,206,638,930,200000-500000,14.99,192,celeste,12,2019,289854,14029 hours,5445,57,2997,390,18,20.66
461,504370,battlerite,2017-11-08,1,Stunlock Studios,Stunlock Studios,windows,0,0,41080,8013,1614,186,2000000-5000000,0.0,133,battlerite,5,2018,400928,28015 hours,7275,74,5394,539,37,14.31
462,505460,foxhole,2017-07-27,1,Clapfoot,Clapfoot,windows,0,0,6075,1546,928,773,200000-500000,14.99,196,foxhole,3,2021,795755,14808 hours,23387,71,1089,1071,19,53.74
463,506610,five nights at freddys sister location,2016-10-07,1,Scott Cawthon,Scott Cawthon,windows,0,0,4763,491,100,133,200000-500000,5.79,145,five nights at freddys sister location,10,2016,191520,4976 hours,20375,100,1931,257,6,38.49
464,508440,totally accurate battle simulator,2019-04-01,1,Landfall,Landfall,windows;mac,0,0,3109,295,297,367,500000-1000000,11.39,168,totally accurate battle simulator,5,2019,405966,3142 hours,30955,17,1251,546,4,129.21
465,510510,wwe 2k17,2017-02-06,1,"Visual Concepts;Yuke's Co., LTD",2K,windows,16,59,793,537,0,0,50000-100000,39.99,164,wwe 2k17,4,2017,161982,18262 hours,5316,91,2881,225,25,8.87
466,513230,the underground man,2016-09-01,1,Mehsoft,Mehsoft,windows;mac,0,28,1087,216,102,102,50000-100000,1.99,107,the underground man,9,2016,232615,1396 hours,15741,25,332,323,1,166.63
467,513710,scum,2018-08-29,1,Gamepires;Croteam,Devolver Digital,windows,0,36,15934,8556,1264,594,1000000-2000000,15.49,135,scum,9,2020,852882,30692 hours,16864,100,1962,1186,42,27.79
468,515180,bus simulator 18,2018-06-13,1,stillalive studios,astragon Entertainment,windows,0,23,1585,698,0,0,100000-200000,26.99,163,bus simulator 18,6,2018,334927,5019 hours,37341,86,1025,465,6,66.73
469,515220,f1 2017,2017-08-24,1,Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,50,3375,685,1164,1453,200000-500000,44.99,178,f1 2017,5,2018,235984,6369 hours,11140,54,2357,317,8,37.05
470,516750,my summer car,2016-10-24,1,Amistech Games,Amistech Games,windows,0,64,12847,1309,2191,2229,200000-500000,10.99,146,my summer car,1,2021,989802,8507 hours,10874,32,893,1332,11,116.35
471,517630,just cause 4,2018-12-04,1,Avalanche Studios,Square Enix,windows,18,52,2075,3780,1337,2634,100000-200000,44.99,59,just cause 4,12,2018,1719889,25883 hours,39081,279,5800,2314,34,66.45
472,518150,intruder,2019-03-01,1,Superboss Games,Superboss Games,windows;mac,0,0,496,66,0,0,0-20000,15.49,200,intruder,3,2019,256499,1117 hours,32687,14,348,345,1,229.63
473,518790,thehunter call of the wild,2017-02-16,1,Expansive Worlds,Avalanche Studios,windows,0,133,15716,4308,1409,867,500000-1000000,19.99,196,thehunter call of the wild,6,2019,312124,16140 hours,13252,69,2602,434,22,19.34
474,519190,next day survival,2018-05-21,1,SOFF Games,Last Level,windows,0,39,4854,2493,280,251,200000-500000,8.99,139,next day survival,7,2017,340346,8166 hours,41708,73,1744,458,10,41.68
475,520440,guilty gear xrd revelator,2016-12-14,1,Arc System Works,Arc System Works,windows,0,42,2163,151,1474,2078,50000-100000,22.99,183,guilty gear xrd revelator,4,2017,137122,4004 hours,3736,19,735,190,5,34.25
476,521350,use your words,2017-04-03,1,"Smiling Buddha Games, LLC",Screenwave Media,windows;mac,0,22,181,41,0,0,20000-50000,10.99,194,use your words,5,2017,137012,1155 hours,24385,10,426,184,1,118.63
477,521890,hello neighbor,2017-12-08,1,Dynamic Pixels,tinyBuild,windows,0,17,1531,640,17,17,100000-200000,23.79,71,hello neighbor,12,2017,784796,5950 hours,49840,70,1618,1056,8,131.9
478,525480,hackgu last recode,2017-11-03,1,CyberConnect2,BANDAI NAMCO Entertainment,windows,0,52,1138,159,85,85,50000-100000,39.99,199,hackgu last recode,11,2017,145350,35258 hours,1222,258,3174,202,49,4.12
479,526160,the wild eight,2017-02-08,1,HypeTrain Digital,HypeTrain Digital,windows,0,25,2757,1063,133,171,100000-200000,14.99,131,the wild eight,2,2017,256058,4363 hours,32943,34,1018,381,6,58.69
480,527100,star trek bridge crew,2017-05-30,1,Ubisoft,Ubisoft,windows,0,0,1219,279,141,141,100000-200000,33.99,141,star trek bridge crew,6,2017,213028,2116 hours,38729,25,861,296,2,100.67
481,527230,for the king,2018-04-19,1,IronOak Games,Curve Digital,windows;mac;linux,0,72,4790,920,1536,2022,200000-500000,15.49,148,for the king,2,2021,984284,37744 hours,15511,198,5982,1466,56,26.08
482,529180,dark and light,2017-07-20,1,Snail Games USA,Snail Games USA,windows,0,29,4610,3949,1062,536,200000-500000,13.99,54,dark and light,8,2017,1144890,37202 hours,40894,152,2766,1540,50,30.77
483,531640,eternal card game,2018-11-15,1,Dire Wolf Digital,Dire Wolf Digital,windows;mac,0,29,3457,993,271,36,200000-500000,0.0,184,eternal card game,1,2020,375589,4159 hours,1675,14,235,505,5,90.31
484,532210,life is strange 2,2018-09-26,1,DONTNOD Entertainment,Square Enix,windows,18,46,4749,950,325,400,100000-200000,6.49,108,life is strange 2,12,2019,684047,21285 hours,26851,263,4025,920,28,32.14
485,535230,domina,2017-04-03,1,DolphinBarn,DolphinBarn,windows;mac,0,34,4260,635,341,460,200000-500000,6.99,153,domina,6,2017,187996,3135 hours,23342,27,908,261,4,59.97
486,535930,two point hospital,2018-08-29,1,Two Point Studios,SEGA,windows;mac;linux,0,31,6432,1264,1617,1760,200000-500000,24.99,197,two point hospital,10,2018,224483,7343 hours,8768,44,1506,302,9,30.57
487,537450,recore,2018-09-14,1,Armature Studio;Comcept,Microsoft Studios,windows,0,73,200,111,0,0,0-20000,14.99,82,recore,9,2016,312280,15148 hours,27537,203,3758,434,21,20.62
488,537800,bomber crew,2017-10-19,1,Runner Duck,Curve Digital,windows;mac;linux,0,30,3814,491,219,266,200000-500000,14.99,177,bomber crew,10,2017,185586,2923 hours,40036,31,650,249,3,63.49
489,543460,dead rising 4,2017-03-14,1,"Capcom Game Studio Vancouver, Inc.",Capcom,windows,18,104,1320,1512,340,526,100000-200000,19.99,53,dead rising 4,12,2016,1057028,24081 hours,32348,202,53,1422,32,43.89
490,543900,metal gear survive,2018-02-21,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,16,51,2213,1232,1649,1649,100000-200000,34.99,67,metal gear survive,2,2018,790974,31374 hours,44890,331,4957,1178,46,25.21
491,544550,stationeers,2017-12-12,1,RocketWerkz,RocketWerkz,windows,0,4,1372,287,3233,4876,50000-100000,18.99,190,stationeers,12,2017,177923,3336 hours,7329,24,350,239,4,53.33
